district_id,district_name,state_abbr,state_name,new_26,new_26_desc,24,24_desc,22,22_desc,20,20_desc,18,18_desc,16,16_desc
403,AZ-03,AZ,Arizona,,,No,,Yes,"AZ-3 was materially redrawn for 2022. Arizona's independent commission adopted a full new nine-district map for 2022, rebalancing metro Phoenix and southern Arizona seats and renumbering several districts. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
404,AZ-04,AZ,Arizona,,,No,,Yes,"AZ-4 was materially redrawn for 2022. Arizona's independent commission adopted a full new nine-district map for 2022, rebalancing metro Phoenix and southern Arizona seats and renumbering several districts. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
405,AZ-05,AZ,Arizona,,,No,,Yes,"AZ-5 was materially redrawn for 2022. Arizona's independent commission adopted a full new nine-district map for 2022, rebalancing metro Phoenix and southern Arizona seats and renumbering several districts. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
406,AZ-06,AZ,Arizona,,,No,,Yes,"AZ-6 was materially redrawn for 2022. Arizona's independent commission adopted a full new nine-district map for 2022, rebalancing metro Phoenix and southern Arizona seats and renumbering several districts. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
407,AZ-07,AZ,Arizona,,,No,,Yes,"AZ-7 was materially redrawn for 2022. Arizona's independent commission adopted a full new nine-district map for 2022, rebalancing metro Phoenix and southern Arizona seats and renumbering several districts. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
408,AZ-08,AZ,Arizona,,,No,,Yes,"AZ-8 was materially redrawn for 2022. Arizona's independent commission adopted a full new nine-district map for 2022, rebalancing metro Phoenix and southern Arizona seats and renumbering several districts. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
409,AZ-09,AZ,Arizona,,,No,,Yes,"AZ-9 was materially redrawn for 2022. Arizona's independent commission adopted a full new nine-district map for 2022, rebalancing metro Phoenix and southern Arizona seats and renumbering several districts. It retained some of its previous core, but the new map changed the district's composition in noticeable ways.",No,,No,,No,
501,AR-01,AR,Arkansas,,,No,,Yes,"AR-1 was redrawn for 2022. Arkansas' 2022 map kept the state's basic four-district structure but adjusted boundaries to balance population. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
502,AR-02,AR,Arkansas,,,No,,Yes,"AR-2 was redrawn for 2022. Arkansas' 2022 map kept the state's basic four-district structure but adjusted boundaries to balance population. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
503,AR-03,AR,Arkansas,,,No,,Yes,"AR-3 was redrawn for 2022. Arkansas' 2022 map kept the state's basic four-district structure but adjusted boundaries to balance population. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
504,AR-04,AR,Arkansas,,,No,,Yes,"AR-4 was redrawn for 2022. Arkansas' 2022 map kept the state's basic four-district structure but adjusted boundaries to balance population. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
601,CA-01,CA,California,,,No,,Yes,"CA-1 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
602,CA-02,CA,California,,,No,,Yes,"CA-2 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
603,CA-03,CA,California,,,No,,Yes,"CA-3 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
604,CA-04,CA,California,,,No,,Yes,"CA-4 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
605,CA-05,CA,California,,,No,,Yes,"CA-5 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
606,CA-06,CA,California,,,No,,Yes,"CA-6 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
607,CA-07,CA,California,,,No,,Yes,"CA-7 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
608,CA-08,CA,California,,,No,,Yes,"CA-8 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
609,CA-09,CA,California,,,No,,Yes,"CA-9 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
610,CA-10,CA,California,,,No,,Yes,"CA-10 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
611,CA-11,CA,California,,,No,,Yes,"CA-11 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
612,CA-12,CA,California,,,No,,Yes,"CA-12 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
613,CA-13,CA,California,,,No,,Yes,"CA-13 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
614,CA-14,CA,California,,,No,,Yes,"CA-14 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
615,CA-15,CA,California,,,No,,Yes,"CA-15 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
616,CA-16,CA,California,,,No,,Yes,"CA-16 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
617,CA-17,CA,California,,,No,,Yes,"CA-17 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
618,CA-18,CA,California,,,No,,Yes,"CA-18 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
619,CA-19,CA,California,,,No,,Yes,"CA-19 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
620,CA-20,CA,California,,,No,,Yes,"CA-20 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
621,CA-21,CA,California,,,No,,Yes,"CA-21 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
622,CA-22,CA,California,,,No,,Yes,"CA-22 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
623,CA-23,CA,California,,,No,,Yes,"CA-23 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
624,CA-24,CA,California,,,No,,Yes,"CA-24 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
625,CA-25,CA,California,,,No,,Yes,"CA-25 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
626,CA-26,CA,California,,,No,,Yes,"CA-26 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
627,CA-27,CA,California,,,No,,Yes,"CA-27 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
628,CA-28,CA,California,,,No,,Yes,"CA-28 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
629,CA-29,CA,California,,,No,,Yes,"CA-29 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
630,CA-30,CA,California,,,No,,Yes,"CA-30 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
631,CA-31,CA,California,,,No,,Yes,"CA-31 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
632,CA-32,CA,California,,,No,,Yes,"CA-32 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
633,CA-33,CA,California,,,No,,Yes,"CA-33 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
634,CA-34,CA,California,,,No,,Yes,"CA-34 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
635,CA-35,CA,California,,,No,,Yes,"CA-35 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
636,CA-36,CA,California,,,No,,Yes,"CA-36 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
637,CA-37,CA,California,,,No,,Yes,"CA-37 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
638,CA-38,CA,California,,,No,,Yes,"CA-38 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
639,CA-39,CA,California,,,No,,Yes,"CA-39 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
640,CA-40,CA,California,,,No,,Yes,"CA-40 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
641,CA-41,CA,California,,,No,,Yes,"CA-41 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
642,CA-42,CA,California,,,No,,Yes,"CA-42 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
643,CA-43,CA,California,,,No,,Yes,"CA-43 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
644,CA-44,CA,California,,,No,,Yes,"CA-44 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
645,CA-45,CA,California,,,No,,Yes,"CA-45 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
646,CA-46,CA,California,,,No,,Yes,"CA-46 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
647,CA-47,CA,California,,,No,,Yes,"CA-47 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
648,CA-48,CA,California,,,No,,Yes,"CA-48 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
649,CA-49,CA,California,,,No,,Yes,"CA-49 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
650,CA-50,CA,California,,,No,,Yes,"CA-50 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
651,CA-51,CA,California,,,No,,Yes,"CA-51 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
652,CA-52,CA,California,,,No,,Yes,"CA-52 was substantially reworked for 2022. California's independent commission adopted a new map for 2022 after the state lost a seat, leading to extensive renumbering and several districts with very different geographic identities from their pre-2022 counterparts. The district number continued, but its actual geographic and political identity changed more than a routine line tweak.",No,,No,,No,
653,CA-53,CA,California,,,Inactive,,Inactive,,No,,No,,No,
801,CO-01,CO,Colorado,,,No,,Yes,"CO-1 was redrawn for 2022 as Colorado added an eighth district, with boundaries adjusted to make room for the new Front Range seat while keeping much of this district's prior regional core.",No,,No,,No,
802,CO-02,CO,Colorado,,,No,,Yes,"CO-2 was redrawn for 2022 as Colorado added an eighth district, with boundaries adjusted to make room for the new Front Range seat while keeping much of this district's prior regional core.",No,,No,,No,
803,CO-03,CO,Colorado,,,No,,Yes,"CO-3 was redrawn for 2022 as Colorado added an eighth district, with boundaries adjusted to make room for the new Front Range seat while keeping much of this district's prior regional core.",No,,No,,No,
804,CO-04,CO,Colorado,,,No,,Yes,"CO-4 was redrawn for 2022 as Colorado added an eighth district, with boundaries adjusted to make room for the new Front Range seat while keeping much of this district's prior regional core.",No,,No,,No,
805,CO-05,CO,Colorado,,,No,,Yes,"CO-5 was redrawn for 2022 as Colorado added an eighth district, with boundaries adjusted to make room for the new Front Range seat while keeping much of this district's prior regional core.",No,,No,,No,
806,CO-06,CO,Colorado,,,No,,Yes,"CO-6 was redrawn for 2022 as Colorado added an eighth district, with boundaries adjusted to make room for the new Front Range seat while keeping much of this district's prior regional core.",No,,No,,No,
807,CO-07,CO,Colorado,,,No,,Yes,"CO-7 was redrawn for 2022 as Colorado added an eighth district, with boundaries adjusted to make room for the new Front Range seat while keeping much of this district's prior regional core.",No,,No,,No,
808,CO-08,CO,Colorado,,,No,,Yes,"CO-8 was a brand-new district for 2022, created after Colorado gained a seat. It was drawn in the fast-growing north Denver suburbs and exurbs, making it one of the state's most competitive seats.",Inactive,,Inactive,,Inactive,
901,CT-01,CT,Connecticut,,,No,,Yes,"CT-1 was redrawn for 2022. Connecticut's 2022 bipartisan map made relatively modest changes and kept the state's five-district structure broadly recognizable. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
902,CT-02,CT,Connecticut,,,No,,Yes,"CT-2 was redrawn for 2022. Connecticut's 2022 bipartisan map made relatively modest changes and kept the state's five-district structure broadly recognizable. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
903,CT-03,CT,Connecticut,,,No,,Yes,"CT-3 was redrawn for 2022. Connecticut's 2022 bipartisan map made relatively modest changes and kept the state's five-district structure broadly recognizable. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
904,CT-04,CT,Connecticut,,,No,,Yes,"CT-4 was redrawn for 2022. Connecticut's 2022 bipartisan map made relatively modest changes and kept the state's five-district structure broadly recognizable. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
905,CT-05,CT,Connecticut,,,No,,Yes,"CT-5 was redrawn for 2022. Connecticut's 2022 bipartisan map made relatively modest changes and kept the state's five-district structure broadly recognizable. In most cases the district remained recognizable, but its boundaries were adjusted to equalize population and fit the new statewide plan.",No,,No,,No,
1001,DE-01,DE,Delaware,,,No,,No,,No,,No,,No,
1201,FL-01,FL,Florida,,,No,,Yes,"FL-1 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1202,FL-02,FL,Florida,,,No,,Yes,"FL-2 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1203,FL-03,FL,Florida,,,No,,Yes,"FL-3 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1204,FL-04,FL,Florida,,,No,,Yes,"FL-4 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1205,FL-05,FL,Florida,,,No,,Yes,"FL-5 changed dramatically under Florida's 2022 map. The prior north Florida Black-performing district linking Jacksonville and Tallahassee was dismantled, and the new 5th became a very different Jacksonville-area district that leaned much more Republican.",No,,No,,Yes,"FL-5 was one of the most important changes on Florida's court-ordered 2016 map. The district was redrawn into a north Florida seat linking Jacksonville to Tallahassee, replacing the older Orlando-to-Jacksonville configuration."
1206,FL-06,FL,Florida,,,No,,Yes,"FL-6 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1207,FL-07,FL,Florida,,,No,,Yes,"FL-7 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1208,FL-08,FL,Florida,,,No,,Yes,"FL-8 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1209,FL-09,FL,Florida,,,No,,Yes,"FL-9 was redrawn for 2022 under Florida's new map. The district kept some of its prior core, but the statewide plan materially altered boundaries and generally made the delegation more Republican.",No,,No,,Yes,Florida's 2016 congressional map was a court-ordered remedial plan that reworked district lines after the previous map was invalidated. This district kept some of its prior core but was materially adjusted for the 2016 election.
1210,FL-10,FL,Florida,,,No,,Yes,"FL-10 was heavily reworked under Florida's 2022 map, becoming a more compact Orlando-based Democratic seat after the statewide reshuffle.",No,,No,,Yes,FL-10 was substantially reworked under Florida's 2016 remedial map as central Florida districts were untangled and redrawn around Orlando.
